time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
41:42.8,1.42171E+12,70,71.7,95.7,47.6,66.1,541.9,87.4,151.9,0.75,0.521,-0.628
41:42.8,1.42171E+12,51.4,71.7,107.4,99,115.4,538.5,72.8,180.6,0.76,0.882,-0.159
41:42.9,1.42171E+12,83.9,51.4,152.9,71.2,90.2,582.4,95.7,176.7,-0.027,0.838,0.125
41:42.9,1.42171E+12,107.1,136.7,138.5,85.8,91.8,582.4,97.3,170.9,0.467,1.053,0.335
41:42.9,1.42171E+12,85.7,146.2,126.3,69.6,93.3,678.7,100.7,190.4,0.305,0.858,0.369
41:42.9,1.42171E+12,101.7,134.8,151.1,92.3,96.4,585.9,97.3,245.7,0.687,0.525,0.076
41:43.0,1.42171E+12,91,129.2,152.9,82.5,98,613.7,100.7,202.3,0.623,0.853,0.217
41:43.0,1.42171E+12,85.7,121.7,152.9,61.6,102.7,599.7,131.5,212.4,0.325,0.516,-0.081
41:43.0,1.42171E+12,105.3,112.5,151.1,77.6,99.5,599.7,99,212.4,0.633,1.004,0.349
41:43.1,1.42171E+12,80.4,112.5,152.9,79.2,91.8,585.9,99,254.2,0.56,0.525,0.178
41:43.1,1.42171E+12,105.3,107.1,182.4,74.4,96.4,613.7,100.7,3918.5,0.623,0.863,0.252
41:43.1,1.42171E+12,70,136.7,145.7,72.8,141.5,627.9,110.8,729,0.384,0.521,0.105
41:43.1,1.42171E+12,70,91,143.9,74.4,96.4,701.1,109.1,1424.4,0.814,0.96,0.017
41:43.2,1.42171E+12,70,94.5,145.7,47.6,94.9,653,95.7,1614.6,0.696,0.579,-0.056
41:43.2,1.42171E+12,44.7,58.1,147.5,74.4,99.5,606.7,110.8,8492.3,0.56,0.701,0.056
41:43.2,1.42171E+12,61.5,89.2,140.3,60.1,99.5,649.4,105.7,103.2,0.511,0.868,0.174
41:43.3,1.42171E+12,61.5,105.3,163.8,47.6,107.4,656.7,126.3,106.7,0.276,0.325,-0.213
41:43.3,1.42171E+12,76.9,91,99,71.2,101.1,635,131.5,101.4,0.428,0.521,-0.007
41:43.3,1.42171E+12,66.6,91,145.7,72.8,101.1,649.4,131.5,122.6,0.501,0.565,-0.056
41:43.3,1.42171E+12,76.9,58.1,152.9,69.6,99.5,716.2,140.3,129.8,0.613,0.872,0.261
41:43.4,1.42171E+12,56.4,105.3,138.5,69.6,91.8,716.2,145.7,165.1,0.379,0.74,0.022
41:43.4,1.42171E+12,58.1,64.9,131.5,71.2,85.6,758.7,147.5,182.5,0.78,0.985,0.296
41:43.4,1.42171E+12,56.4,78.7,131.5,52.2,98,758.7,129.7,200.3,0.447,0.545,-0.125
41:43.4,1.42171E+12,66.6,78.7,128,94,96.4,716.2,135,210.4,0.53,0.657,-0.193
41:43.5,1.42171E+12,105.3,91,126.3,47.6,98,747,145.7,208.3,0.198,0.74,-0.095
41:43.5,1.42171E+12,38.2,73.5,145.7,61.6,90.2,716.2,126.3,202.3,0.76,1.039,-0.408
