time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
49:28.3,1.42163E+12,61.5,20.4,92.6,105.7,75,599.7,114.2,281.2,0.467,0.745,-0.169
49:28.3,1.42163E+12,78.7,43.1,75.6,72.8,72,579,105.7,254.9,0.54,0.965,-0.198
49:28.3,1.42163E+12,78.7,53.9,74,99,78,555.2,99,183,0.408,0.56,-0.139
49:28.3,1.42163E+12,89.2,39.6,30.5,95.7,69,492.9,97.3,143,0.521,0.565,-0.237
49:28.3,1.42163E+12,75.2,37.8,72.3,94,79.5,496.1,89,133.8,0.692,0.941,-0.78
49:28.4,1.42163E+12,91,6.7,84,92.3,66.1,480.2,87.4,86.2,1.478,0.97,-0.784
49:28.4,1.42163E+12,75.2,13.5,74,92.3,115.4,418.5,97.3,110.4,0.652,0.565,-0.936
49:28.4,1.42163E+12,75.2,27.3,64,97.3,60.1,467.6,82.5,99.9,0.97,1.117,-0.418
49:28.5,1.42163E+12,73.5,114.2,74,92.3,58.7,458.3,82.5,103.4,0.652,0.745,0.154
49:28.5,1.42163E+12,75.2,23.8,59.1,90.7,67.5,489.7,72.8,98.2,0.731,0.736,0.398
49:28.5,1.42163E+12,105.3,52.1,49.4,124.5,63.1,455.2,80.9,119.3,0.379,0.76,0.428
49:28.5,1.42163E+12,64.9,0,64,124.5,63.1,455.2,60.1,72.7,0.96,1.122,-0.051
49:28.6,1.42163E+12,71.7,32.5,75.6,72.8,60.1,489.7,76,93,0.403,0.872,0.022
49:28.6,1.42163E+12,73.5,25.5,64,87.4,64.6,458.3,79.2,112.2,0.447,0.882,-0.618
49:28.6,1.42163E+12,76.9,0,70.6,87.4,63.1,489.7,80.9,72.7,0.56,0.907,-0.824
49:28.6,1.42163E+12,56.4,30.8,106.4,110.8,63.1,424.5,80.9,89.6,0.872,0.56,-1.053
49:28.7,1.42163E+12,76.9,41.3,36.7,85.8,90.2,442.8,77.6,72.7,2.187,1.102,-0.784
49:28.7,1.42163E+12,70,30.8,64,85.8,55.8,436.7,77.6,66,1.845,0.701,-0.002
49:28.7,1.42163E+12,54.7,36,70.6,89,61.6,442.8,58.5,86.2,2.5,0.76,-0.54
49:28.8,1.42163E+12,291.9,180.1,104.7,89,64.6,489.7,72.8,93,2.148,0.916,-0.853
49:28.8,1.42163E+12,233.6,163.1,129.5,143.9,79.5,531.9,72.8,161.7,0.574,0.643,0.071
49:28.8,1.42163E+12,210.3,150.5,102.9,160.1,90.2,653,126.3,648.1,0.574,0.565,-0.115
49:28.8,1.42163E+12,167.6,142.3,125.9,163.8,88.7,682.4,149.3,229.4,0.569,0.682,-0.12
49:28.9,1.42163E+12,131,100.6,125.9,158.3,99.5,712.4,156.5,242.1,0.838,0.985,0.095
49:28.9,1.42163E+12,103.5,61.1,120.5,152.9,96.4,716.2,156.5,285.7,0.32,0.574,-0.154
