time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
12:21.9,1.42E+12,31.6,22.1,36.7,50.8,87.2,60.8,28.3,55.4,0.34,0.477,0.012
12:22.0,1.42E+12,30,48.3,49.4,49.3,21.7,44.6,68.5,71.2,0.359,0.648,0.017
12:22.0,1.42E+12,23.6,48.3,49.4,52.3,42.8,46.2,51.8,41.4,0.687,0.535,0.012
12:22.0,1.42E+12,25.2,50,36.7,53.8,42.8,47.8,56.3,43,0.437,0.784,0.227
12:22.1,1.42E+12,18.8,50,82.4,50.8,42.8,36.7,45.8,71.2,0.369,0.486,-0.115
12:22.1,1.42E+12,43.1,35.1,30.5,50.8,78,46.2,56.3,23.3,0.535,0.98,0.002
12:22.1,1.42E+12,30,48.3,55.9,56.9,21.7,44.6,65.5,46,0.369,0.638,0.027
12:22.1,1.42E+12,18.8,50,49.4,52.3,42.8,47.8,47.3,43,0.726,0.565,0.017
12:22.2,1.42E+12,58.1,53.3,25.8,55.3,42.8,47.8,56.3,44.5,0.379,0.809,0.34
12:22.2,1.42E+12,9.3,46.6,99.4,50.8,41.3,25.8,32.6,43,0.706,0.633,0.086
12:22.3,1.42E+12,63.2,48.3,24.2,49.3,78,44.6,56.3,23.3,0.516,0.98,0.051
12:22.3,1.42E+12,30,102.2,74,52.3,32.8,46.2,105,53.8,0.325,0.511,-0.056
12:22.3,1.42E+12,9.3,50,49.4,50.8,42.8,47.8,37,43,0.726,0.589,0.012
12:22.3,1.42E+12,0,48.3,51,63,16.2,51,56.3,46,0.305,0.789,0.305
12:22.3,1.42E+12,27.3,46.6,24.2,55.3,42.8,87.4,22.5,55.4,0.296,0.477,-0.022
12:22.4,1.42E+12,30.5,45,94.3,63,21.7,51,56.3,46,0.335,0.296,-0.134
12:22.4,1.42E+12,54.3,48.3,24.2,49.3,42.8,67.3,45.8,71.2,0.349,0.472,0.002
12:22.4,1.42E+12,54.3,48.3,67.3,50.8,32.8,24.2,56.3,35.4,0.389,0.628,0.042
12:22.4,1.42E+12,49.4,73.8,49.4,50.8,42.8,51,59.4,23.3,0.682,0.804,0.095
12:22.5,1.42E+12,54.3,46.6,51,63,42.8,47.8,56.3,44.5,0.349,0.652,0.325
12:22.5,1.42E+12,36.7,48.3,51,31.4,42.8,36.7,56.3,44.5,0.345,0.472,0.002
12:22.5,1.42E+12,54.3,51.6,24.2,41.8,42.8,75.6,62.4,17.4,0.398,0.472,0.017
12:22.6,1.42E+12,52.7,48.3,49.4,52.3,32.8,24.2,54.8,47.6,0.648,0.535,0.125
12:22.6,1.42E+12,54.3,66.9,51,50.8,41.3,47.8,54.8,23.3,0.716,0.872,0.032
12:22.6,1.42E+12,55.9,26.9,46.2,52.3,41.3,47.8,54.8,53.8,0.437,0.687,0.232
12:22.6,1.42E+12,24.2,46.6,51,46.3,45.6,30.5,57.8,44.5,0.31,0.472,-0.007
12:22.6,1.42E+12,54.3,53.3,36.7,44.8,42.8,75.6,54.8,46,0.496,0.877,0.335
12:22.7,1.42E+12,49.4,48.3,36.7,63,32.8,24.2,54.8,47.6,0.271,0.618,-0.046
12:22.7,1.42E+12,25.8,53.3,49.4,50.8,41.3,47.8,54.8,35.4,0.731,0.833,0.154
12:22.7,1.42E+12,74,70.4,24.2,69.2,41.3,47.8,54.8,44.5,0.33,0.521,0.286
12:22.8,1.42E+12,24.2,40,51,38.8,32.8,74,54.8,44.5,0.354,0.472,0.012
12:22.8,1.42E+12,54.3,50,49.4,22.7,41.3,39.9,57.8,46,0.349,0.472,0.017
12:22.8,1.42E+12,60.8,48.3,49.4,63,44.2,24.2,51.8,46,0.481,0.477,0.144
12:22.9,1.42E+12,55.9,38.4,51,50.8,44.2,60.8,56.3,2.9,0.672,0.809,0.164
12:22.9,1.42E+12,54.3,48.3,54.3,31.4,45.6,47.8,56.3,44.5,0.34,0.481,0.271
12:22.9,1.42E+12,49.4,22.1,49.4,31.4,42.8,67.3,56.3,44.5,0.374,0.472,0.032
12:22.9,1.42E+12,54.3,46.6,46.2,28.5,38.5,74,81,35.4,0.467,0.472,-0.032
12:22.9,1.42E+12,55.9,46.6,49.4,56.9,47.1,24.2,51.8,46,0.433,0.481,0.11
12:23.0,1.42E+12,57.5,35.1,51,50.8,42.8,47.8,56.3,0,0.706,0.882,0.217
12:23.0,1.42E+12,54.3,82.6,49.4,50.8,32.8,38.3,68.5,39.9,0.242,0.501,0.198
12:23.0,1.42E+12,49.4,15.7,47.8,107.6,66.1,24.2,81,44.5,0.305,0.467,-0.007
12:23.1,1.42E+12,54.3,46.6,49.4,40.3,38.5,82.4,56.3,46,0.579,0.481,0.139
12:23.1,1.42E+12,54.3,46.6,49.4,50.8,42.8,38.3,51.8,71.2,0.477,0.477,0.178
12:23.1,1.42E+12,49.4,80.8,49.4,50.8,42.8,47.8,54.8,13,0.643,0.814,0.046
12:23.1,1.42E+12,54.3,28.6,51,63,42.8,47.8,54.8,50.7,0.198,0.261,0.159
12:23.2,1.42E+12,52.7,28.6,49.4,77,45.6,36.7,56.3,44.5,0.315,0.472,-0.002
12:23.2,1.42E+12,54.3,48.3,47.8,40.3,39.9,101.2,68.5,17.4,0.349,0.472,0.002
12:23.2,1.42E+12,54.3,46.6,60.8,53.8,44.2,0,53.3,46,0.481,0.477,0.188
12:23.3,1.42E+12,55.9,73.8,49.4,50.8,42.8,59.6,54.8,11.6,0.672,0.877,0.105
12:23.3,1.42E+12,52.7,48.3,52.7,50.8,44.2,59.6,56.3,46,0.354,0.472,0.178
12:23.3,1.42E+12,54.3,22.1,46.2,86.5,49.9,45.4,57.8,44.5,0.374,0.472,-0.095
12:23.3,1.42E+12,54.3,48.3,115.2,40.3,39.9,59.6,42.9,44.5,0.472,0.775,0.379
12:23.4,1.42E+12,60.8,46.6,49.4,50.8,45.6,36,50.3,44.5,0.516,0.525,0.002
12:23.4,1.42E+12,74,22.1,70.6,50.8,41.3,58,54.8,23.3,0.589,0.858,0.34
12:23.4,1.42E+12,51,66.9,74,40.3,75,58,54.8,44.5,0.369,0.467,0.183
12:23.4,1.42E+12,54.3,35.1,46.2,107.6,54.3,36,60.9,44.5,0.31,0.472,-0.012
12:23.5,1.42E+12,74,46.6,49.4,34.4,41.3,85.8,50.3,44.5,0.574,0.501,0.012
12:23.5,1.42E+12,70.6,22.1,54.3,52.3,42.8,36,47.3,43,0.437,0.794,0.222
12:23.5,1.42E+12,52.7,48.3,101.2,52.3,72,58,54.8,23.3,0.525,0.809,0.198
12:23.6,1.42E+12,51,79.1,57.5,35.9,44.2,59.6,57.8,58.5,0.193,0.271,-0.066
12:23.6,1.42E+12,54.3,36.7,49.4,88.1,72,36,65.5,44.5,0.349,0.472,0.007
12:23.6,1.42E+12,52.7,46.6,49.4,19.8,38.5,59.6,68.5,35.4,0.521,0.472,0.002
12:23.6,1.42E+12,54.3,46.6,49.4,50.8,41.3,36,34.1,44.5,0.706,0.638,0.159
12:23.7,1.42E+12,52.7,48.3,28.9,40.3,21.7,59.6,34.1,52.2,0.237,0.687,0.232
12:23.7,1.42E+12,49.4,43.3,54.3,40.3,41.3,58,51.8,44.5,0.379,0.657,-0.086
12:23.7,1.42E+12,52.7,46.6,32,49.3,42.8,42.2,57.8,11.6,0.369,0.467,-0.007
