time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
31:51.6,1.42E+12,448.3,208.4,125.2,138.5,79.5,110.7,108.3,119.3,0.765,0.78,-0.032
31:51.6,1.42E+12,282.6,199.8,118.2,156.5,85.6,146.2,128.2,201.5,0.555,0.75,0.115
31:51.6,1.42E+12,231.5,208.4,119.9,154.7,93.3,173.5,145.3,233.2,0.745,0.706,-0.208
31:51.6,1.42E+12,159.7,174.7,87.4,142.1,91.8,159.7,157.5,255.8,0.413,0.633,-0.203
31:51.6,1.42E+12,121.7,121,109.5,129.7,79.5,167.6,154,449.4,0.291,0.545,-0.13
31:51.7,1.42E+12,112.5,109.6,100.9,107.4,82.6,187.6,143.6,247.5,0.457,0.941,-0.393
31:51.7,1.42E+12,119.9,117.2,61.2,112.5,75,155.9,126.5,264.1,0.174,0.389,-0.071
31:51.7,1.42E+12,82.2,81.9,87.4,99,72,134.8,111.5,227.1,0.848,1.019,-0.457
31:51.8,1.42E+12,99.9,91,80.8,66.4,70.5,165.6,129.9,154.7,0.34,0.535,-0.477
31:51.8,1.42E+12,98.1,80.1,80.8,92.3,67.5,78.7,105,152.9,0.286,0.54,-0.628
31:51.9,1.42E+12,96.3,78.3,77.5,97.3,69,92.7,162.8,105.7,0.838,0.941,-1.058
31:51.9,1.42E+12,94.5,81.9,74.2,89,75,85.7,161,138.5,0.188,0.662,-0.78
31:51.9,1.42E+12,78.7,60.5,72.6,126.3,64.6,83.9,85.7,107.4,0.853,1.058,-0.105
31:51.9,1.42E+12,91,72.9,61.2,60.1,64.6,105.3,119.8,99,0.565,0.535,0.281
31:52.0,1.42E+12,91,72.9,95.8,87.4,66.1,51.4,84.1,152.9,0.599,0.579,0.706
31:52.0,1.42E+12,92.7,60.5,72.6,85.8,66.1,76.9,119.8,60.1,1.102,0.96,0.056
31:52.0,1.42E+12,89.2,96.5,69.3,85.8,57.2,68.3,93.7,152.9,0.716,0.755,-0.183
31:52.0,1.42E+12,89.2,29.6,67.7,138.5,87.2,51.4,113.2,105.7,0.472,0.535,-0.696
31:52.0,1.42E+12,85.7,69.3,67.7,72.8,60.1,91,93.7,104,0.379,0.628,-1.092
31:52.1,1.42E+12,83.9,69.3,69.3,85.8,91.8,51.4,92.1,124.5,1.268,0.721,-1.014
31:52.1,1.42E+12,78.7,102.1,67.7,84.1,63.1,73.5,93.7,85.8,2.5,0.941,-1.019
31:52.1,1.42E+12,83.9,109.6,82.4,53.8,73.5,68.3,93.7,100.7,1.933,0.545,-0.296
31:52.2,1.42E+12,92.7,53.5,72.6,99,66.1,63.2,95.3,99,2.104,0.423,0.242
31:52.2,1.42E+12,491.6,241.5,97.5,85.8,67.5,76.9,106.6,99,2.388,0.54,-1.087
31:52.2,1.42E+12,435.5,217.1,107.8,135,79.5,107.1,108.3,213.2,0.589,0.863,0.222
31:52.3,1.42E+12,275.7,178.8,121.7,151.1,90.2,177.5,131.6,154.7,0.814,0.892,0.164
31:52.3,1.42E+12,212.4,174.7,121.7,154.7,115.4,155.9,157.5,247.5,0.413,0.545,-0.022
31:52.3,1.42E+12,153.9,150.3,114.7,152.9,93.3,201.9,128.2,279.1,0.389,0.54,-0.217
31:52.3,1.42E+12,118,191.4,111.2,133.3,88.7,214.5,143.6,289.9,0.403,0.853,0.022
31:52.3,1.42E+12,116.2,98.4,99.2,124.5,88.7,167.6,154,292.1,0.252,0.565,-0.447
31:52.4,1.42E+12,105.3,94.7,94.1,99,76.5,173.5,133.3,247.5,0.638,0.96,-0.31
31:52.4,1.42E+12,96.3,109.6,85.8,95.7,55.8,114.4,119.8,281.2,0.78,0.618,-0.418
31:52.4,1.42E+12,94.5,74.7,80.8,97.3,66.1,132.9,140.1,205.4,0.423,0.535,-0.511
31:52.5,1.42E+12,94.5,80.1,113,85.8,67.5,119.9,95.3,163.8,0.183,0.868,-0.154
31:52.5,1.42E+12,105.3,76.5,77.5,90.7,70.5,66.6,103.4,143.9,0.506,0.574,-1.151
31:52.5,1.42E+12,89.2,74.7,61.2,60.1,67.5,92.7,105,109.1,1.078,0.951,-0.907
