time,time_milisec,gx,gy,gz,resultant,MA_gx,MA_gy,MA_gz,MA_gR
38:12.5,1.42E+12,-1.4506222,4.172802,0.019185146,4.417799154,-0.296264018,0.061776314,-0.104453594,2.87139222
38:12.5,1.42E+12,0.07780665,5.7513266,-1.5444169,5.95558856,-0.347893791,0.168808979,-0.129032094,2.93635183
38:12.5,1.42E+12,-0.72264636,0.45511746,-2.224429,2.38273667,-0.430774278,0.1501566,-0.164418315,2.909605563
38:12.6,1.42E+12,-1.2726253,-2.4802334,-1.693636,3.261830126,-0.49670776,0.06959965,-0.198632095,2.923882677
38:12.6,1.42E+12,-0.88785344,-2.112515,-0.6331152,2.377359504,-0.505405101,0.045852514,-0.216751547,2.950117283
38:12.6,1.42E+12,-0.5553082,-2.4162824,-0.36025777,2.505309062,-0.507217051,0.007311373,-0.230245214,2.985335068
38:12.6,1.42E+12,-0.035173167,-2.5047476,-0.03837109,2.505288413,-0.486411655,-0.062054139,-0.237535633,3.005834501
38:12.6,1.42E+12,0.6949338,-1.9142668,0.29630622,2.057947459,-0.432650181,-0.110827429,-0.222826894,3.004848769
38:12.6,1.42E+12,2.1903217,-0.7727415,0.54251736,2.385154851,-0.342415315,-0.124065284,-0.197672832,3.003919464
38:12.7,1.42E+12,3.3926,-0.21103847,0.7045265,3.471401674,-0.226472155,-0.106606654,-0.17285985,3.019516957
38:12.7,1.42E+12,3.522634,1.5284287,0.843087,3.931391647,-0.099593369,-0.023107964,-0.146277551,3.020170488
38:12.7,1.42E+12,0.036238696,4.294309,0.13003337,4.296430112,-0.034000965,0.115473845,-0.124512894,3.020355885
38:12.7,1.42E+12,-2.3704507,4.0672836,-1.700031,5.005191086,-0.018482189,0.223188653,-0.121485876,3.042830563
38:12.7,1.42E+12,0.8889187,4.4509892,-1.5646682,4.801006966,0.043166577,0.280595335,-0.13148355,3.080734388
38:12.8,1.42E+12,-1.6840433,2.0496292,-0.10125605,2.654662781,0.037048603,0.250218609,-0.135619045,3.057291736
38:12.8,1.42E+12,-1.3738809,2.6294515,0.082070366,2.967877939,0.025345575,0.202852233,-0.118480176,3.014276974
38:12.8,1.42E+12,0.057555705,-0.006395315,1.2427809,1.244129384,0.04143991,0.179936462,-0.054166786,2.991206435
38:12.8,1.42E+12,0.8750623,-0.57555944,1.1980153,1.591302409,0.075802913,0.206582709,0.008377292,2.96620805
38:12.8,1.42E+12,0.5627683,-1.3227202,2.320355,2.729531867,0.104367686,0.214512635,0.071475611,2.97884044
38:12.9,1.42E+12,1.7991544,-3.739002,2.3779113,4.782421422,0.150753481,0.180043049,0.128285419,3.031842171
38:12.9,1.42E+12,3.7038283,-4.492558,1.6861743,6.061732857,0.226109078,0.136854809,0.163756903,3.106363666
38:12.9,1.42E+12,3.1932862,-1.3909345,1.1830933,3.678516725,0.278740752,0.146895115,0.179467533,3.139650882
38:12.9,1.42E+12,2.7093904,1.6936355,0.038370293,3.195413874,0.29888532,0.196819527,0.163970077,3.162557391
38:12.9,1.42E+12,2.762683,1.6147624,-0.71411973,3.278695161,0.294515342,0.227516011,0.129095465,3.165031582
38:13.0,1.42E+12,2.8362267,1.2971392,-0.14815351,3.12229106,0.283920796,0.232589461,0.103515063,3.153457599
38:13.0,1.42E+12,0.8899845,0.4338007,0.5126737,1.114939362,0.278314432,0.183283245,0.105710717,3.112711079
38:13.0,1.42E+12,-0.635247,-0.9891089,0.27712083,1.207754578,0.313508796,0.085757981,0.142674397,3.040296887
38:13.0,1.42E+12,-0.6928027,0.3773108,0.402891,0.885810464,0.304491711,0.003666217,0.184157281,2.96222365
38:13.0,1.42E+12,-1.693636,0.7546216,-0.062885754,1.855211923,0.282897586,-0.020954915,0.189422574,2.957250808
38:13.1,1.42E+12,-2.2926438,-0.18972173,-0.8175074,2.441419316,0.27411498,-0.06407921,0.174927015,2.952000711
38:13.1,1.42E+12,-2.5143404,-0.741832,-0.7269101,2.720408178,0.23278132,-0.103004052,0.132293013,2.968332973
38:13.1,1.42E+12,-2.5857522,-1.6680555,-0.5478474,3.125485621,0.168340031,-0.124086567,0.101788383,3.004482999
38:13.1,1.42E+12,-3.0131583,-2.7776053,-0.5958104,4.141159762,0.098995832,-0.177784085,0.045149113,3.041632822
38:13.1,1.42E+12,-2.9502733,-2.9406805,-1.2406496,4.346369264,0.019760536,-0.187760439,-0.028522435,3.056577695
38:13.2,1.42E+12,-3.1634429,-1.1202086,-1.7405331,3.780435658,-0.110592912,-0.097312411,-0.100296767,2.995796254
38:13.2,1.42E+12,-2.029379,2.4088206,-0.23768473,3.158684828,-0.213703242,-0.016904687,-0.130907978,2.984026219
38:13.2,1.42E+12,-0.9144997,4.70253,0.45831537,4.812499463,-0.2809797,0.074545246,-0.133146259,3.029912513
38:13.2,1.42E+12,-0.04476614,3.7166183,-1.5561415,4.029495249,-0.337896093,0.149218688,-0.166251567,3.054445243
38:13.2,1.42E+12,-0.6096665,-0.38050872,-1.9579669,2.085692813,-0.413528807,0.12709164,-0.205346947,3.031079924
38:13.3,1.42E+12,-0.45618433,-1.502849,-1.2438475,2.003450988,-0.473472213,0.077934638,-0.232185048,3.016823067
38:13.3,1.42E+12,-0.42953807,-1.6243557,-0.4593817,1.741857038,-0.489992894,0.05721451,-0.245742663,3.036812908
38:13.3,1.42E+12,0.020250943,-1.8833572,-0.19291912,1.893320425,-0.484024126,0.019270254,-0.252798586,3.068256206
38:13.3,1.42E+12,0.51480526,-1.8524477,0.19505018,1.932519472,-0.457399189,-0.027584512,-0.256806186,3.086283048
38:13.3,1.42E+12,1.3184562,-1.047731,0.6245877,1.796156116,-0.392382335,-0.04777171,-0.242630382,3.083514155
38:13.4,1.42E+12,2.2745235,-0.6075347,0.943277,2.536203277,-0.294430723,-0.053612566,-0.207158898,3.078851013
38:13.4,1.42E+12,2.797856,-0.06501735,1.127669,3.017260815,-0.185777975,-0.040161541,-0.171559512,3.082941181
38:13.4,1.42E+12,2.8991115,0.9816473,1.1234055,3.260447642,-0.068044191,0.018225715,-0.14005299,3.0763599
38:13.4,1.42E+12,-1.642475,4.2633996,-0.577691,4.605217385,-0.038818581,0.151840669,-0.1354272,3.08813662
38:13.4,1.42E+12,-1.594512,4.118444,-1.9739544,4.83741103,-0.002771533,0.275244781,-0.145723306,3.100321185
38:13.5,1.42E+12,0.1502843,3.69317,-0.9645943,3.820017301,0.051075203,0.322504575,-0.145787254,3.116204775
38:13.5,1.42E+12,-1.8460524,3.1911547,-0.52013534,3.723159754,0.043166599,0.302871629,-0.156573664,3.102311987
38:13.6,1.42E+12,-0.48389637,0.6906706,0.6181927,1.045630809,0.031932539,0.201658509,-0.113321472,3.004112832
38:13.6,1.42E+12,0.5702294,-1.9718229,1.3333782,2.447681462,0.057790054,0.153119702,-0.042165328,3.005411727
38:13.6,1.42E+12,0.02557993,-0.620325,1.3216536,1.460214257,0.083754158,0.19031787,0.018140464,2.96937941
