time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
41:41.1,1.42171E+12,30.1,68.2,144.1,56.5,164.7,123.6,102.8,42.8,-1.376,-1.518,-1.562
41:41.2,1.42171E+12,39.5,89.5,148,54.9,172.5,114.6,97.1,39.3,-1.386,-1.503,-1.508
41:41.2,1.42171E+12,45.8,105.9,138.3,46.8,157,107.4,95.2,42.8,-1.42,-1.532,-1.542
41:41.2,1.42171E+12,53.7,107.7,148,54.9,153.2,107.4,84,27.1,-1.351,-1.498,-1.557
41:41.3,1.42171E+12,47.3,105.9,140.2,50,149.4,100.2,89.6,34,-1.391,-1.508,-1.562
41:41.3,1.42171E+12,42.6,100.4,134.4,61.5,151.3,107.4,84,35.8,-1.41,-1.537,-1.562
41:41.3,1.42171E+12,41,96.7,132.5,61.5,158.9,105.6,84,37.5,-1.386,-1.483,-1.527
41:41.3,1.42171E+12,36.4,69.9,132.5,58.2,151.3,114.6,110.5,48.1,-1.386,-1.518,-1.552
41:41.4,1.42171E+12,31.7,71.7,136.4,58.2,160.8,120,122.2,58.9,-1.405,-1.503,-1.503
41:41.4,1.42171E+12,28.6,66.4,140.2,59.8,155.1,118.2,138,77.2,-1.43,-1.532,-1.542
41:41.4,1.42171E+12,28.6,54.3,140.2,56.5,162.8,136.6,152.2,96,-1.376,-1.508,-1.562
41:41.4,1.42171E+12,21,52.6,130.6,61.5,160.8,144.1,160.4,109.4,-1.332,-1.518,-1.542
41:41.5,1.42171E+12,21,49.2,132.5,53.2,158.9,147.9,148.1,123.1,-1.386,-1.557,-1.562
41:41.5,1.42171E+12,24,45.8,134.4,58.2,153.2,146,154.2,129.1,-1.395,-1.488,-1.562
41:41.5,1.42171E+12,22.5,32.4,132.5,45.1,160.8,146,152.2,133.1,-1.42,-1.518,-1.566
41:41.5,1.42171E+12,21,45.8,130.6,45.1,155.1,140.3,134,121.2,-1.386,-1.498,-1.557
41:41.6,1.42171E+12,21,45.8,115.4,43.5,143.7,121.8,116.3,119.2,-1.366,-1.508,-1.562
41:41.6,1.42171E+12,22.5,39.1,104.3,40.3,119.7,109.2,106.7,79,-1.327,-1.493,-1.552
41:41.6,1.42171E+12,14.9,40.7,96.9,51.6,108.9,89.7,87.7,66.1,-1.391,-1.483,-1.547
41:41.7,1.42171E+12,22.5,39.1,91.5,40.3,103.5,84.5,82.1,49.9,-1.366,-1.513,-1.566
41:41.7,1.42171E+12,19.4,35.7,87.9,38.7,114.3,72.5,71.1,51.7,-1.386,-1.488,-1.562
41:41.7,1.42171E+12,21,22.5,87.9,41.9,91.2,67.4,67.5,48.1,-1.425,-1.498,-1.483
41:41.7,1.42171E+12,21,35.7,84.3,38.7,93,59,56.6,49.9,-1.395,-1.508,-1.562
41:41.7,1.42171E+12,19.4,35.7,78.9,46.8,80.8,54,62,49.9,-1.395,-1.513,-1.557
41:41.8,1.42171E+12,22.5,27.4,80.7,37.1,79.1,55.7,58.4,44.6,-1.298,-1.503,-1.557
41:41.8,1.42171E+12,14.9,34,80.7,30.8,80.8,54,60.2,44.6,-1.4,-1.552,-1.562
41:41.8,1.42171E+12,19.4,34,73.6,34,74,50.7,53.1,34,-1.395,-1.483,-1.552
41:41.9,1.42171E+12,21,34,70.1,37.1,72.3,49.1,60.2,44.6,-1.391,-1.488,-1.562
41:41.9,1.42171E+12,19.4,22.5,70.1,35.5,74,54,56.6,42.8,-1.351,-1.513,-1.562
41:41.9,1.42171E+12,11.9,12.8,68.3,38.7,68.9,39.3,49.5,41,-1.4,-1.508,-1.562
41:41.9,1.42171E+12,21,34,66.6,35.5,65.5,44.2,54.9,35.8,-1.386,-1.498,-1.566
41:42.0,1.42171E+12,17.9,32.4,57.9,34,65.5,26.5,54.9,39.3,-1.395,-1.498,-1.547
41:42.0,1.42171E+12,17.9,34,73.6,35.5,63.9,44.2,53.1,41,-1.347,-1.527,-1.552
41:42.0,1.42171E+12,19.4,32.4,63.1,34,65.5,50.7,51.3,39.3,-1.386,-1.586,-1.576
41:42.0,1.42171E+12,19.4,34,64.8,34,79.1,44.2,53.1,39.3,-1.386,-1.493,-1.566
