time,time_milisec,gx,gy,gz,resultant,MA_gx,MA_gy,MA_gz,MA_gR
35:51.9,1.42E+12,0.20570895,0.13216496,-0.06501735,0.253003962,0.066061075,0.221717813,-0.047771667,0.252762076
35:51.9,1.42E+12,0.21210374,0.14175767,-0.087399885,0.26967012,0.06883228,0.222932874,-0.048837517,0.255863432
35:52.0,1.42E+12,0.20464262,0.11617721,-0.09059781,0.252158104,0.071390316,0.223337899,-0.049839419,0.258319594
35:52.0,1.42E+12,0.18439168,0.08953121,-0.07887298,0.219629406,0.073884403,0.221824392,-0.05050024,0.259081406
35:52.0,1.42E+12,0.16627233,0.082070366,-0.06501735,0.196492464,0.076165326,0.219607428,-0.050969218,0.258928457
35:52.0,1.42E+12,0.15881123,0.07674085,-0.06608315,0.188353783,0.078083852,0.21817919,-0.051651365,0.259413692
35:52.0,1.42E+12,0.14282346,0.081004575,-0.068214744,0.177801949,0.079554726,0.217582318,-0.052546683,0.260313654
35:52.1,1.42E+12,0.11617721,0.09059701,-0.07887298,0.16711047,0.080577939,0.217113346,-0.053633849,0.260984945
35:52.1,1.42E+12,0.10232131,0.12150646,-0.0820709,0.178799057,0.081451935,0.216495146,-0.054550477,0.261215448
35:52.1,1.42E+12,0.09059701,0.15881123,-0.0842025,0.201293035,0.08238989,0.215749051,-0.055189993,0.261089262
35:52.1,1.42E+12,0.101255514,0.18758908,-0.0831367,0.22881008,0.08366891,0.214214223,-0.055637654,0.260189946
35:52.2,1.42E+12,0.12577018,0.17373317,-0.061819427,0.22321065,0.085587441,0.211890669,-0.055722918,0.258712722
35:52.2,1.42E+12,0.12683597,0.100189716,-0.040502686,0.16663076,0.087697826,0.208416,-0.055531069,0.256459719
35:52.2,1.42E+12,0.10765083,0.07354346,-0.029844182,0.133746091,0.089765578,0.20460026,-0.055189998,0.253764793
35:52.2,1.42E+12,0.0948602,0.07674085,-0.036239497,0.127282822,0.091769373,0.200400806,-0.054912885,0.250488334
35:52.2,1.42E+12,0.100189716,0.093794405,-0.039436888,0.14279579,0.094071612,0.196755599,-0.054678405,0.247721213
35:52.2,1.42E+12,0.119374864,0.12044066,-0.039436888,0.174102208,0.096693605,0.193920435,-0.054550504,0.245874607
35:52.3,1.42E+12,0.10445291,0.087399356,-0.031975776,0.139898206,0.098825306,0.190658931,-0.054316018,0.243587229
35:52.3,1.42E+12,0.07247766,0.026645726,-0.031975776,0.083579041,0.100104332,0.185244404,-0.053868356,0.239210415
35:52.3,1.42E+12,0.035172634,0.027712055,-0.027712587,0.052659849,0.10048804,0.178657459,-0.053058313,0.232986244
35:52.3,1.42E+12,-0.007461112,0.059687298,-0.028778385,0.06668161,0.100210922,0.172283673,-0.052333534,0.226640371
35:52.3,1.42E+12,-0.002132127,-0.10658503,0.02131674,0.108716687,0.100360144,0.163245271,-0.050841349,0.221823613
35:52.4,1.42E+12,0.037304495,0.12470385,-0.08953201,0.157983089,0.101191509,0.15908845,-0.051779303,0.218277397
35:52.4,1.42E+12,0.2931083,0.04369928,-0.11937566,0.319488107,0.106883147,0.153013103,-0.053292815,0.217661006
35:52.4,1.42E+12,0.27392316,-0.061819427,-0.18439221,0.33594051,0.11191396,0.144443669,-0.055957441,0.216962207
35:52.4,1.42E+12,0.15561382,0.11404561,-0.10765136,0.220931839,0.114642533,0.139348903,-0.056959343,0.213906023
35:52.5,1.42E+12,0.06608235,0.13003337,-0.087399885,0.170042037,0.11562312,0.134616524,-0.05742831,0.2098553
35:52.5,1.42E+12,-0.06608315,0.4146153,-0.094861,0.430431689,0.113704584,0.13527735,-0.057897287,0.210677046
35:52.5,1.42E+12,-0.08633409,0.48602742,-0.08633409,0.50112853,0.111295765,0.13728115,-0.058110457,0.212806313
35:52.5,1.42E+12,-0.024514664,0.23128888,-0.058622036,0.239858412,0.110272557,0.13442467,-0.057875971,0.209971469
35:52.5,1.42E+12,-0.003197924,-0.039436888,-0.033041574,0.051548428,0.110165967,0.127304789,-0.05742831,0.204574845
35:52.5,1.42E+12,0.012789832,-0.1513509,-0.014922224,0.152621583,0.110677576,0.119822526,-0.057236461,0.20313784
35:52.6,1.42E+12,-0.011724833,-0.1289681,-0.019185679,0.130913455,0.1103365,0.115409908,-0.057470953,0.203913705
35:52.6,1.42E+12,-0.029844182,-0.017053818,-0.039436888,0.052314205,0.109249334,0.1137685,-0.057854661,0.203512478
35:52.6,1.42E+12,0.020250943,0.024514131,-0.061819427,0.069517515,0.109078795,0.112745282,-0.058302312,0.203101702
35:52.6,1.42E+12,0.08526776,0,-0.067148946,0.108533736,0.110059377,0.109547742,-0.058323627,0.201737358
35:52.6,1.42E+12,0.070345536,-0.013856427,-0.061819427,0.094668562,0.110549659,0.104666151,-0.058131773,0.198723474
35:52.7,1.42E+12,0.050094593,0.029843649,-0.049029328,0.0761839,0.110656239,0.100850411,-0.058067826,0.195625054
35:52.7,1.42E+12,0.040501885,0.061818894,-0.033041574,0.080955074,0.110762824,0.098995828,-0.058217048,0.194033139
35:52.7,1.42E+12,0.036238696,0.040501885,-0.004263721,0.054514448,0.110762824,0.09861212,-0.058217048,0.193724286
35:52.7,1.42E+12,0.031975243,-0.031975776,0.014921425,0.047618435,0.110208583,0.097695492,-0.057748081,0.193439358
35:52.7,1.42E+12,0.04263348,-0.040502686,0.007460579,0.05927682,0.108822972,0.095670376,-0.05698067,0.192004122
35:52.8,1.42E+12,0.06714814,-0.005329518,-0.008526909,0.067896868,0.106669955,0.092536784,-0.056085358,0.188616467
35:52.8,1.42E+12,0.093794405,0.003197391,-0.01811988,0.095582131,0.104026645,0.088294699,-0.055040829,0.184129319
35:52.8,1.42E+12,0.12150646,-0.014922224,-0.024514664,0.124849755,0.101425967,0.083413108,-0.054060242,0.179663719
35:52.8,1.42E+12,0.14175767,-0.007461112,-0.041568484,0.147914989,0.09893188,0.078702056,-0.053442048,0.175458756
35:52.8,1.42E+12,0.15454803,0.014921425,-0.061819427,0.167120867,0.096629641,0.074332065,-0.05348468,0.171568898
35:52.9,1.42E+12,0.18119429,0.024514131,-0.07141213,0.19629571,0.09511614,0.070580272,-0.05391102,0.168757472
35:52.9,1.42E+12,0.20784055,0.035172634,-0.06395155,0.220283021,0.09460453,0.068128817,-0.054379997,0.1674707
35:52.9,1.42E+12,0.21849905,0.053291984,-0.050095126,0.230415694,0.094860332,0.066615305,-0.054507898,0.167145111
35:52.9,1.42E+12,0.21316953,0.04369928,-0.026646258,0.21922796,0.095009544,0.064845991,-0.053740476,0.166469591
35:52.9,1.42E+12,0.20251103,0.046897203,-0.015988022,0.208484248,0.09481769,0.062948782,-0.052312239,0.165245874
35:53.0,1.42E+12,0.190787,0.06288496,-0.007461112,0.201022053,0.094540577,0.061882937,-0.050649505,0.164223153
35:53.0,1.42E+12,0.16733813,0.044765607,-0.002132127,0.173235549,0.094199506,0.060987625,-0.049114688,0.163295275
35:53.0,1.42E+12,0.12896757,0.027712055,-0.004263721,0.131980193,0.093453411,0.059900459,-0.047899615,0.16200503
35:53.0,1.42E+12,0.0948602,0.02131674,-0.005329518,0.097371786,0.092174391,0.058791976,-0.046684543,0.16018539
35:53.0,1.42E+12,0.081004575,0,0.003197391,0.081067654,0.090938013,0.057171885,-0.0452563,0.158250704
35:53.1,1.42E+12,0.054358315,-0.033041574,0.01705302,0.065858769,0.089701635,0.054699113,-0.04333778,0.15622567
35:53.1,1.42E+12,0.029843649,-0.03090998,0.015987223,0.045843882,0.088252082,0.051650785,-0.041376618,0.153566567
35:53.1,1.42E+12,0.031975243,-0.031975776,0.007460579,0.045831503,0.087079647,0.047835044,-0.039543356,0.150457336
35:53.1,1.42E+12,0.044765607,-0.037305295,-0.003197924,0.058359843,0.085949848,0.043337157,-0.037944581,0.147048331
35:53.1,1.42E+12,0.061818894,-0.05222672,-0.010659036,0.081626105,0.084670823,0.038817959,-0.036921373,0.14421664
35:53.2,1.42E+12,0.07780665,-0.031975776,-0.024514664,0.087620168,0.083690236,0.036174649,-0.036601612,0.142636429
35:53.2,1.42E+12,0.09699179,-0.023448868,-0.026646258,0.103282524,0.083477055,0.034234803,-0.036537654,0.142027157
35:53.2,1.42E+12,0.1065845,0,-0.029844182,0.110683923,0.083711541,0.032699986,-0.036409747,0.141695179
35:53.2,1.42E+12,0.105518706,0.005328985,-0.037305295,0.112045885,0.083818121,0.030930677,-0.036367116,0.141080181
35:53.2,1.42E+12,0.11084822,-0.020251475,-0.03837109,0.11903693,0.083647588,0.028116835,-0.0363458,0.139978876
35:53.3,1.42E+12,0.1065845,-0.067148946,-0.024514664,0.128336298,0.08369022,0.025025869,-0.036196577,0.139747637
35:53.3,1.42E+12,0.09166281,-0.057556238,-0.015988022,0.10940936,0.084073923,0.023341829,-0.035876822,0.140264244
35:53.3,1.42E+12,0.07887244,-0.026646258,-0.017053818,0.084980689,0.084947919,0.022254663,-0.035663647,0.140910661
35:53.3,1.42E+12,0.059687298,-0.01811988,-0.020251475,0.065582207,0.086290888,0.020698519,-0.035493109,0.140888673
35:53.3,1.42E+12,0.036238696,-0.005329518,-0.011724833,0.03845931,0.087058304,0.02272363,-0.03615394,0.139483525
35:53.4,1.42E+12,0.030909447,-0.017053818,0.00959244,0.036581984,0.086930403,0.019888476,-0.034171451,0.137055503
35:53.4,1.42E+12,0.008526376,-0.01279063,0.013855628,0.020694872,0.081238765,0.018758678,-0.031506825,0.131079638
35:53.4,1.42E+12,-0.005329518,0.026645726,0.004263188,0.027505877,0.075653711,0.020527981,-0.027733718,0.124910946
35:53.4,1.42E+12,-0.002132127,0.04263348,-0.008526909,0.043530079,0.072498792,0.019099739,-0.025751228,0.12136291
35:53.4,1.42E+12,0.003197391,0.05116039,-0.011724833,0.052584033,0.071241093,0.017522279,-0.024237727,0.11901375
35:53.5,1.42E+12,0.015987223,0.057555705,-0.013856427,0.061320886,0.0728825,0.010381087,-0.022617636,0.111631534
35:53.5,1.42E+12,0.024514131,0.061818894,-0.017053818,0.068653849,0.075099465,0.001896917,-0.021232031,0.102982041
35:53.5,1.42E+12,0.023448335,0.07993824,-0.017053818,0.085033989,0.076058725,-0.001130096,-0.020400666,0.099885552
35:53.5,1.42E+12,0.019185146,0.08953121,-0.014922224,0.092771656,0.076506386,0.001449266,-0.020038279,0.100710017
35:53.5,1.42E+12,0.008526376,0.100189716,-0.020251475,0.102570954,0.076421117,0.006480078,-0.020144864,0.099709004
35:53.6,1.42E+12,0.007460579,0.10232131,-0.026646258,0.105996857,0.076804825,0.011105866,-0.020294076,0.099210672
